2.08.05.2.01.0003	Penyediaan, Penyajian, dan Pemanfaatan Data Gender dan Anak Kabupaten/Kota				
2.08.06.2.01.0004	Bimbingan Teknis Pelaksanaan Kebijakan Pemenuhan Hak Anak pada Lembaga Pemerintah, Non Pemerintah, Media dan Dunia Usaha Kewenangan Kabupaten/Kota				
2.08.06.2.02.0006	penguatan kerjasama antar lembaga penyedia layanan Peningkatan Kualitas Hidup Anak Kewenangan Kabupaten/Kota				
2.08.06.2.02.0009	pendampingan penguatan dan pengembangan lembaga penyedia layanan Peningkatan Kualitas Hidup Anak Kewenangan Kabupaten/Kota				
2.08.07.2.01.0006	koordinasi dan sinkronisasi pencegahan kekerasan terhadap anak kewenangan kabupaten/kota				
2.08.07.2.02.0008	Layanan  Pengaduan atau Penjangkauan bagi Anak  Korban Kekerasan Tingkat  Kabupaten/Kota				
2.08.01.2.01.0001	Penyusunan Dokumen Perencanaan Perangkat Daerah				
2.08.01.2.01.0006	Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD				
2.08.01.2.02.0001	Penyediaan Gaji dan Tunjangan ASN				
2.08.01.2.02.0003	"Pelaksanaan Penatausahaan dan

Pengujian/Verifikasi Keuangan SKPD"				
2.08.01.2.06.0002	Penyediaan Peralatan dan Perlengkapan Kantor				
2.08.01.2.06.0004	Penyediaan Bahan Logistik Kantor				
2.08.01.2.07.0009	Pengadaan Gedung Kantor atau Bangunan Lainnya				
2.08.01.2.07.0010	Pengadaan Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya				
2.08.01.2.08.0002	Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik				
2.08.01.2.08.0004	Penyediaan Jasa Pelayanan Umum Kantor				
2.08.01.2.09.0002	Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, Pajak dan Perizinan Kendaraan Dinas Operasional atau Lapangan				
2.08.01.2.09.0010	Pemeliharaan/Rehabilitasi Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya				
2.07.02.2.01.0001	Penyusunan Rencana Tenaga Kerja Makro	Tersusunnya Rencana Tenaga Kerja Makro	Jumlah Dokumen Rencana Tenaga Kerja Makro	Dokumen	Penyusunan Rencana Tenaga Kerja Makro adalah tersusunnya rencana tenaga kerja makro dengan alat ukur Data dokumen rencana tenaga kerja makro dengan satuan dokumen yang dilaksanakan berdasarkan Keputusan Menteri Tenaga Kerja dan Transmigrasi RI Nomor 309 Tahun 2013 tentang Pedoman Penyusunan Perencanaan Tenaga Kerja Provinsi dan Kabupaten/Kota yang diakomodir oleh bidang yang memiliki tugas dan fungsi perencanaan ketenagakerjaan atau Sekretariat Dinas
2.07.03.2.01.0001	Proses Pelaksanaan Pendidikan dan Pelatihan Keterampilan bagi Pencari Kerja berdasarkan Klaster Kompetensi				
2.07.03.2.01.0003	Pengadaan Sarana Pelatihan Kerja Kabupaten/Kota	Tersedianya Sarana Pelatihan Kerja Kabupaten/Kota	Jumlah Pengadaan dan Pemeliharaan Sarana Pelatihan Kerja	Unit	Tersedianya Sarana Pelatihan Kerja Kabupaten/Kota dengan alat ukur Jumlah pengadaan dan pemeliharaan sarana pelatihan vokasi dan produktivitas dengan satuan unit yang dilaksanakan berdasarkan Peraturan Presiden Nomor 16 Tahun 2018 tentang Pengadaan Barang/ Jasa Pemerintah dan dilaksanakan oleh Bidang Pelatihan dan Produktivitas
2.07.03.2.02.0001	Pembinaan Lembaga Pelatihan Kerja Swasta	Terlaksananya Pembinaan Lembaga Pelatihan Kerja Swasta	Jumlah Lembaga Pelatihan Kerja Swasta yang Dibina	Lembaga	Terlaksananya pembinaan dinas kab/kota utk membina lpk terhadap pemahaman 8 standar kmpi sesuai dengan ketemtuan permenaker 5 tahun 2022 tentang pelaksanaan akreditasi lpk. Sebagai prasyarat awal utk akreditasi lpk. Terjadinya Sinergi dan kolaborasi dinas kab/kota dengan dinas provinsi, kementerian ketenagakerjaan dalam melakukan proses pembinaan lpk untuk pelaksanaan akreditasi
2.07.03.2.04.0001	Pelaksanaan Konsultasi Produktivitas kepada Perusahaan Kecil	Terlaksananya Konsultasi Produktivitas kepada Perusahaan Kecil	Jumlah Perusahaan Kecil yang Mendapat Konsultansi Peningkatan Produktivitas	Perusahaan	Terlaksananya Koordinasi Bimbingan Konsultansi Peningkatan Produktivitas pada setiap satuan kerja Unit Pelaksana Teknis Bidang Pelatihan Vokasi dan Produktivitas Kementerian Ketenagakerjaan, Unit Pelaksana Teknis Daerah Bidang Pelatihan Vokasi dan Produktivitas Provinsi, dan bidang pelatihan dan produktivitas pada Dinas Daerah yang membidangi ketenagakerjaan Provinsi dalam rangka rangka meningkatkan produktivitas dan daya saing tenaga kerja di perusahaan berdasarkan Kepdirjen Binalattas Nomor 2/268/HK.05/II/2024 tentang Petunjuk Teknis Bimbingan Konsultansi Peningkatan Produktivitas
2.07.04.2.03.0003	Job Fair/Bursa Kerja	Terlaksananya Job Fair/Bursa Kerja	Jumlah Pencari Kerja yang Mendapatkan Pekerjaan Melalui Job Fair/Bursa Kerja	Orang	Penyelenggaraan kegiatan pameran atau layanan yang mempertemukan antara pencari kerja dan pemberi kerja
2.07.05.2.01.0001	Pengesahan Peraturan Perusahaan bagi Perusahaan	Terlaksananya Pengesahan Peraturan Perusahaan yang Terkait dengan Hubungan Industrial dan Terdaftar di WLKP Online	Jumlah Perusahaan yang Melaksanakan Pengesahan Peraturan Perusahaan yang Terkait dengan Hubungan Industrial dan Terdaftar di WLKP Online	Perusahaan	Pengesahan Peraturan Perusahaan (PP) yang dilakukan di Dinas Tenaga Kerja Tingkat Kab/Kota oleh Perusahaan yang memiliki cabang di satu Kab/Kota dan terdaftar di WLKP Online.
2.07.05.2.01.0002	Pendaftaran Perjanjian Kerja Sama bagi Perusahaan	Terlaksananya Perjanjian Kerja Sama bagi Perusahaan	Jumlah Perusahaan yang Menyusun Perjanjian Kerja Bersama	Perusahaan	Pendaftaran Perjanjian Kerja Bersama (PKB) yang dilakukan di Dinas Tenaga Kerja Tingkat Kab/Kota oleh Perusahaan yang memiliki cabang di satu Kab/Kota dan terdaftar di WLKP Online.
2.07.05.2.01.0003	Penyelenggaraan Pendataan dan Informasi Sarana Hubungan Industrial dan Jaminan Sosial Tenaga Kerja serta Pengupahan	Terselenggaranya Pendataan dan Informasi Sarana Hubungan Industrial (PP/PKB, Struktur Skala Upah, dan LKS Bipartit) dan Pekerja yang Terdaftar sebagai Peserta Jamsostek serta Pengupahan	Jumlah Data dan Informasi Sarana HI (PP/PKB, Struktur Skala Upah, dan LKS Bipartit) dan Pekerja yang Terdaftar sebagai Peserta Jamsostek serta Pengupahan	Laporan	Pendataan Sarana HI (PP/PKB, Struktur Skala Upah, LKS Bipartit dan Pekerja yang terdaftar sebagai peserta Jaminan Sosial) pada perusahaan yang memiliki cabang di satu Kab/Kota, serta data - data terkait Perjanjian Kerja, PHK, Mogok, Perselisihan hubungan industrial, dan SP/SB di wilayah Kab/Kota melalui aplikasi SigapHI
2.07.05.2.02.0001	Pencegahan Perselisihan Hubungan Industrial, Mogok Kerja, dan Penutupan Perusahaan yang Berakibat/Berdampak pada Kepentingan di 1 (Satu) Daerah Kabupaten/Kota	Terlaksananya Pencegahan Perselisihan Hubungan Industrial, Mogok Kerja, dan Penutupan Perusahaan yang Berakibat/Berdampak pada Kepentingan di 1 (Satu) Daerah Kabupaten/Kota	Jumlah Perselisihan yang Dicegah	Perkara	Pencegahan Perselisihan Hubungan Industrial, Mogok Kerja, dan Penutupan Perusahaan yang terjadi di lebih dari satu cabang pada perusahaan yang sama di satu Kab/Kota
2.07.05.2.02.0002	Penyelesaian Perselisihan Hubungan Industrial, Mogok Kerja, dan Penutupan Perusahaan yang Berakibat/Berdampak pada Kepentingan di 1 (satu) Daerah Kabupaten/Kota	Terselesaikannya Perselisihan Hubungan Industrial, Mogok Kerja, dan Penutupan Perusahaan yang Berakibat/Berdampak pada Kepentingan di 1 (Satu) Daerah Kabupaten/Kota	Jumlah Perkara Perselisihan yang Terselesaikan	Perkara	Penyelesaian kasus perselisihan Hubungan Industrial melalui mediasi yang terjadi di lebih dari satu cabang pada perusahaan yang sama di satu Kab/Kota.
2.07.05.2.02.0003	Penyelenggaraan Verifikasi dan Rekapitulasi Keanggotaan pada Organisasi Pengusaha, Federasi dan Konfederasi Serikat Pekerja/Serikat Buruh serta Non Afiliasi	Terselenggaranya Verifikasi dan Rekapitulasi Keanggotaan pada Organisasi Pengusaha, Federasi dan Konfederasi Serikat Pekerja/Serikat Buruh serta Non Afiliasi	Jumlah Asosiasi Pengusaha dan Serikat Pekerja yang Diverifikasi	Asosiasi dan Serikat Pekerja	Verifikasi dan rekapitulasi keanggotan Organisasi Pengusaha dan Konfederasi/Federasi/Serikat Pekerja serta Non Afiliasi yang didaftarkan di Dinas Tenaga Kerja Kab/Kota
2.07.05.2.02.0004	Pelaksanaan Operasional Lembaga Kerja Sama Tripartit Daerah Kabupaten/Kota	Terlaksananya Operasional Lembaga Kerja Sama Tripartit Daerah Kabupaten/Kota	Jumlah LKS Tripartit yang Dibina	Lembaga	Pembentukan dan pemberdayaan LKS Tripartit di tingkat Kab/Kota
2.07.05.2.02.0005	Pengembangan Pelaksanaan Jaminan Sosial Tenaga Kerja dan Fasilitas Kesejahteraan Pekerja	Terlaksananya Pengembangan Pelaksanaan Jaminan Sosial Tenaga Kerja dan Fasilitas Kesejahteraan Pekerja	Terlaksananya Program Jaminan Sosial Tenaga Kerja dan Fasilitas Kesejahteraan Pekerja	Orang	Tenaga kerja yang terdaftar Program Jaminan Sosial Tenaga Kerja pada BPJS Ketenagakerjaan dan perusahaan yang menyediakan fasilitas kesejahteraan pekerja di Kab/Kota
2.07.01.2.01.0001	Penyusunan Dokumen Perencanaan Perangkat Daerah				
2.07.01.2.02.0001	Penyediaan Gaji dan Tunjangan ASN				
2.07.01.2.02.0003	"Pelaksanaan Penatausahaan dan

Pengujian/Verifikasi Keuangan SKPD"				
2.07.01.2.06.0002	Penyediaan Peralatan dan Perlengkapan Kantor				
2.07.01.2.06.0004	Penyediaan Bahan Logistik Kantor				
2.07.01.2.07.0010	Pengadaan Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya				
2.07.01.2.08.0002	Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik				
2.07.01.2.08.0004	Penyediaan Jasa Pelayanan Umum Kantor				
2.07.01.2.09.0002	Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, Pajak dan Perizinan Kendaraan Dinas Operasional atau Lapangan				
2.07.01.2.09.0009	Pemeliharaan/Rehabilitasi Gedung Kantor dan Bangunan Lainnya				
2.07.01.2.09.0010	Pemeliharaan/Rehabilitasi Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya				
3.32.03.2.01.0001	Koordinasi dan Sinkronisasi Kerja Sama Pembangunan Transmigrasi yang Berasal dari 1 (Satu) Daerah Kabupaten/Kota	Terlaksananya Koordinasi dan Sinkronisasi Kerja Sama Pembangunan Transmigrasi yang Berasal dari 1 (Satu) Daerah Kabupaten/Kota	Jumlah Laporan Hasil Koordinasi dan Sinkronisasi Kerja Sama Pembangunan Transmigrasi yang Berasal dari 1 (Satu) Daerah Kabupaten/Kota	Laporan	Koordinasi dan sinkronisasi kerjasama pembangunan transmigrasi yang berasal dari 1 (satu) daerah kabupaten/kota adalah terlaksananya koordinasi dan sinkronisasi kerjasama pembangunan transmigrasi yang berasal dari 1 (satu) daerah kabupaten/kota dengan alat ukur jumlah laporan hasil koordinasi dan sinkronisasi kerjasama pembangunan transmigrasi yang berasal dari 1 (satu) daerah kabupaten/kota dengan satuan Laporan berdasarkan PP Nomor 28 Tahun 2018 tentang Kerja Sama Daerah, PP tentang Pelaksanaan Undang-Undang Nomor 15 Tahun 1997 tentang Ketransmigrasian dan Permendesa PDTT 25 Tahun 2016 tentang Pembangunan dan Pengembangan Prasarana, Sarana, dan Utilitas Umum Kawasan Transmigrasi.
2.12.02.2.01.0001	Pendataan Penduduk Non Permanen dan Rentan Administrasi Kependudukan	Tersedianya Pendataan Penduduk Non Permanen dan Rentan Administrasi Kependudukan	Jumlah Dokumen Hasil Pendataan Penduduk Non Permanen dan Rentan Administrasi Kependudukan	Dokumen	"1. Penduduk Nonpermanen adalah Penduduk Warga Negara 
Indonesia dan orang asing yang bertempat tinggal di luar 
alamat domisili sebagaimana tertera pada kartu tanda 
penduduk elektronik, kartu keluarga, surat keterangan 
tempat tinggal yang dimilikinya paling lama 1 (satu) tahun 
dan tidak bertujuan untuk menetap.

2. Penduduk Rentan Administrasi Kependudukan adalah 
Penduduk yang mengalami hambatan dalam memperoleh 
dokumen kependudukan yang disebabkan oleh bencana alam dan kerusuhan sosial

3. Pendataan dan penerbitan Dokumen Kependudukan bagi 
Penduduk Rentan Administrasi Kependudukan, meliputi: Penduduk Korban Bencana Alam, Penduduk Korban Bencana Sosial, Orang  dan Komunitas Terpencil serta Penduduk yang Menempati Kawasan Hutan, tanah negara dan/atau  tanah dalam Kasus Pertanahan.

4. laporan rekapitulasi pendaftaran penduduk non permanen yang dilakukan diwilayahnya.

5. laporan rekapitulasi pendataan penduduk rentan adminduk yang dilakukan diwilayahnya."
2.12.02.2.01.0003	Penyelesaian Masalah Pendaftaran Penduduk	Terlasaksananya Penyelesaian Masalah Pendaftaran Penduduk	Jumlah Penduduk yang Mendapatkan Pelayanan Penyelesaian Masalah Pendaftaran Penduduk	Orang	Pendaftaran Penduduk adalah pencatatan biodata Penduduk, pencatatan atas pelaporan Peristiwa Kependudukan dan pendataan Penduduk rentan Administrasi Kependudukan serta penerbitan Dokumen Kependudukan berupa kartu identitas atau surat keterangan kependudukan.
2.12.02.2.01.0004	Peningkatan Pelayanan Pendaftaran Penduduk	Meningkatnya Pelayanan Pendaftaran Penduduk	Jumlah Laporan Hasil Peningkatan Pelayanan Pendaftaran Penduduk	Laporan	Pendaftaran Penduduk adalah pencatatan biodata Penduduk, pencatatan atas pelaporan Peristiwa Kependudukan dan pendataan Penduduk rentan Administrasi Kependudukan serta penerbitan Dokumen Kependudukan berupa kartu identitas atau surat keterangan kependudukan.
2.12.02.2.02.0002	Pengadaan Dokumen Kependudukan selain Blangko KTP-El, Formulir, dan Buku Terkait Pendaftaran Penduduk Sesuai dengan Kebutuhan	Tersedianya Dokumen Kependudukan selain Blangko KTP-El, Formulir, dan Buku Terkait Pendaftaran Penduduk Sesuai dengan Kebutuhan	Jumlah Dokumen Kependudukan selain Blangko KTP-El, Formulir, dan Buku Terkait Pendaftaran Penduduk Sesuai dengan Kebutuhan yang Tersedia	Dokumen	"1. Pendaftaran Penduduk adalah pencatatan biodata Penduduk, pencatatan atas pelaporan Peristiwa Kependudukan dan pendataan Penduduk rentan Administrasi Kependudukan serta penerbitan Dokumen Kependudukan berupa kartu identitas atau surat keterangan kependudukan. 

2. Dokumen kependudukan selain blangko KTP-el adalah Biodata, KK, KIA, Surat keterangan kependudukan.

3. Formulir adalah Formulir pengajuan Layanan Pendaftaran Penduduk adalah lembar isian yang harus diisi oleh Penduduk dalam memperoleh pelayanan Administrasi Kependudukan yang dapat berbentuk formulir pengajuan pelayanan dan/atau formulir kelengkapan persyaratan pelayanan. 

4. Buku Yang Digunakan Dalam Administrasi Kependudukan yang selanjutnya disebut Buku adalah lembar kertas yang berjilid yang digunakan untuk mencatat transaksi data kependudukan pada tingkat desa/kelurahan, unit pelaksana teknis Disdukcapil Kabupaten/Kota,Disdukcapil Kabupaten/Kota. 

5.  Kabupaten /Kota wajib menyediakan kebutuhan untuk pelayanan pendaftaran penduduk sebagaimana di maksud pada nomor 2- 4 diatas."
2.12.02.2.04.0003	Bimbingan Teknis Terkait Pendaftaran Penduduk	Terlaksananya Bimbingan Teknis Terkait Pendaftaran Penduduk	Jumlah Laporan bimbingan Teknis Terkait Pendaftaran Penduduk	Laporan	Pendaftaran Penduduk adalah pencatatan biodata Penduduk, pencatatan atas pelaporan Peristiwa Kependudukan dan pendataan Penduduk rentan Administrasi Kependudukan serta penerbitan Dokumen Kependudukan berupa kartu identitas atau surat keterangan kependudukan.
2.12.03.2.01.0002	Peningkatan dalam Pelayanan Pencatatan Sipil	Meningkatnya Pelayanan Pencatatan Sipil	Jumlah Layanan Pencatatan Sipil yang Ditingkatkan	Layanan	Pencatatan Sipil adalah pencatatan Peristiwa Penting yang dialami oleh seseorang dalam register Pencatatan Sipil pada Instansi Pelaksana.
2.12.03.2.02.0001	Koordinasi dengan Kantor Kementerian yang Menyelenggarakan Urusan Pemerintahan di Bidang Agama Kabupaten/Kota dan Pengadilan Agama yang Berkaitan dengan Pencatatan Nikah, Talak, Cerai, dan Rujuk bagi Penduduk yang Beragama Islam	Terlaksananya Koordinasi dengan Kantor Kementerian yang Menyelenggarakan Urusan Pemerintahan di Bidang Agama Kabupaten/Kota dan Pengadilan Agama yang Berkaitan dengan Pencatatan Nikah, Talak, Cerai, dan Rujuk bagi Penduduk yang Beragama Islam	Jumlah Laporan Hasil Koordinasi dengan Kantor Kementerian yang Menyelenggarakan Urusan Pemerintahan di Bidang Agama Kabupaten/Kota dan Pengadilan Agama yang Berkaitan dengan Pencatatan Nikah, Talak, Cerai, dan Rujuk bagi Penduduk yang Beragama Islam	Laporan	"1. Koordinasi  dengan Kantor Agama Kab/Kota dan KUA Kecamatan

2.  Koordinasi  dengan Pengadilan Agama"
2.12.04.2.01.0001	Pengolahan dan Penyajian Data Kependudukan	Terlaksananya Pengolahan dan Penyajian Data Kependudukan	Jumlah Dokumen Data Kependudukan yang Diolah dan Disajikan	Dokumen	Tersedianya Dokumen Data Kependudukan yang Diolah dan Disajikan
2.12.04.2.01.0002	Kerja Sama Pemanfaatan Data Kependudukan	Terlaksananya Kerja Sama Pemanfaatan Data Kependudukan	Jumlah Dokumen Kerja Sama Pemanfaatan Data Kependudukan	Dokumen	Jumlah perjanjian kerjasama pemanfaatan data kependudukan antara dinas dukcapil dengan perangkat daerah
2.12.04.2.03.0003	Fasilitasi Terkait Pengelolaan Informasi Administrasi Kependudukan	Terfasilitasinya Pengelolaan Informasi Administrasi Kependudukan	Jumlah Laporan Hasil Fasilitasi Pengelolaan Informasi Administrasi Kependudukan	Laporan	Tersedianya Laporan Hasil Fasilitasi Pengelolaan Informasi Administrasi Kependudukan
2.12.04.2.03.0007	Komunikasi, Informasi, dan Edukasi kepada Pemangku Kepentingan dan Masyarakat	Terlaksananya Komunikasi, Informasi, dan Edukasi kepada Pemangku Kepentingan dan Masyarakat	Jumlah Dokumen Hasil Komunikasi, Informasi, dan Edukasi kepada Pemangku Kepentingan dan Masyarakat	Laporan	Tersusunnya dokumen yang dihasilkan dari kegiatan komunikasi, informasi, dan edukasi (KIE) yang ditujukan kepada pemangku kepentingan dan masyarakat dalam rangka meningkatkan pemahaman, kesadaran, serta partisipasi terhadap penyelenggaraan administrasi kependudukan.
2.12.01.2.01.0001	Penyusunan Dokumen Perencanaan Perangkat Daerah				
2.12.01.2.01.0006	Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD				
2.12.01.2.02.0001	Penyediaan Gaji dan Tunjangan ASN				
2.12.01.2.02.0003	"Pelaksanaan Penatausahaan dan

Pengujian/Verifikasi Keuangan SKPD"				
2.12.01.2.06.0002	Penyediaan Peralatan dan Perlengkapan Kantor				
2.12.01.2.06.0004	Penyediaan Bahan Logistik Kantor				
2.12.01.2.06.0009	Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD				
2.12.01.2.07.0010	Pengadaan Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya				
2.12.01.2.08.0002	Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik				
2.12.01.2.08.0004	Penyediaan Jasa Pelayanan Umum Kantor				
2.12.01.2.09.0001	Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, dan Pajak Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan				
2.12.01.2.09.0009	Pemeliharaan/Rehabilitasi Gedung Kantor dan Bangunan Lainnya				
2.12.01.2.09.0010	Pemeliharaan/Rehabilitasi Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya				
2.13.02.2.01.0006	Fasilitasi Sarana dan Prasarana Desa	Terfasilitasinya Sarana dan Prasarana Desa	Jumlah Sarana dan Prasarana Desa yang terfasilitasi	Unit	Sub kegiatan ini dilaksanakan dalam rangka untuk membantu desa dalam perencanaan, pengadaan, pembangunan, dan pemeliharaan sarana dan prasarana yang menunjang pelayanan publik, kegiatan ekonomi, dan kesejahteraan masyarakat desa untuk Meningkatkan kualitas dan aksesibilitas infrastruktur dasar di desa berdasarkan Undang Undang Nomor 3 Tahun 2024 tentang perubahan atas Undang-Undang Nomor 6 Tahun 2014 tentang Desa serta  Permendagri Nomor 2 Tahun 2017 tentang Standar Pelayanan Minimal (SPM) Desa.
2.13.03.2.01.0003	Fasilitasi Pembangunan Kawasan Perdesaan	Terlaksananya Fasilitasi Pembangunan Kawasan Perdesaan	Jumlah Dokumen Hasil Fasilitasi Pembangunan Kawasan Perdesaan	Dokumen	"&Sub kegiatan ini di laksanakan Kab/Kota dalam rangka memberikan  upaya pemberdayaan
masyarakat Desa melalui pengawasan dan pemantauan penyelenggaraan Pemerintahan Desa dan pembangunan Desa yang dilakukan secara partisipatif oleh masyarakat Desa berdasarkan pada Peraturan Menteri Dalam Negeri Republik Indonesia Nomor 114 Tahun 2014 Tentang Pedoman Pembangunan Desa&"
2.13.04.2.01.0004	Fasilitasi Pengelolaan Keuangan Desa	Terlaksananya Fasilitasi Pengelolaan Keuangan Desa	Jumlah Dokumen Hasil Fasilitasi Pengelolaan Keuangan Desa	Dokumen	Sub kegiatan ini dilaksanakan dalam pendampingan, asistensi teknis, dan penguatan kapasitas yang dilakukan oleh pemerintah daerah dan pusat untuk memastikan pengelolaan keuangan desa dilaksanakan secara transparan, akuntabel, partisipatif, dan sesuai dengan ketentuan peraturan perundang-undangan.
2.13.04.2.01.0008	Pembinaan dan Pemberdayaan BUM Desa dan Lembaga Kerja Sama antar Desa	Terlaksananya Pembinaan dan Pemberdayaan BUM Desa dan Lembaga Kerja Sama antar Desa	Jumlah Dokumen Hasil Pembinaan dan Pemberdayaan BUM Desa dan Lembaga Kerja Sama antar Desa	Dokumen	Pada Level Sub Kegiatan Pembinaan dan pemberdayaan BUM Desa serta Lembaga Kerja Sama Antar Desa bertujuan untuk meningkatkan kapasitas kelembagaan, tata kelola, dan kinerja ekonomi desa melalui pendampingan, pelatihan, dan penguatan kolaborasi antar desa untuk dapat Meningkatkan pendapatan asli desa (PADes). hal ini berdasarkan Permendagri No. 96 Tahun 2017 tentang Kerja Sama Desa
2.13.04.2.01.0011	Fasilitasi Penyusunan Profil Desa	Terlaksananya Fasilitasi Penyusunan Profil Desa	Jumlah Dokumen Profil Desa yang tersusun	Dokumen	Pada Sub Kegiatan ini dilakukan Kab/Kota untuk mendukung serta memfasilitasi pelaksanaan Penyusunan Profil Desa dalam menyusun dokumen profil desa yang akurat, komprehensif, dan sesuai dengan pedoman resmi serta dapat Menyediakan data dasar untuk program lintas sektor berdasarkan Peraturan Menteri Dalam Negeri Nomor 12 Tahun 2007 Tentang Pedoman Penyusunan Dan Pendayagunaan Data Profil Desa Dan Kelurahan.
2.13.04.2.01.0013	Fasilitasi Pengelolaan Aset Desa	Terlaksananya Fasilitasi Pengelolaan Aset Desa	Jumlah Dokumen Hasil Fasilitasi Pengelolaan Aset Desa	Dokumen	Sub Kegiatan di laksanakan oleh Kab/Kota dalam rangka pendampingan dan pembinaan yang bertujuan untuk meningkatkan kapasitas pemerintah desa dalam menginventarisasi, mengelola, dan memanfaatkan aset desa sehingga Meningkatkan akuntabilitas dan transparansi pengelolaan aset oleh Desa berdasarkan Permendagri No. 1 Tahun 2016 tentang Pengelolaan Aset Desa
2.13.04.2.01.0014	Pembinaan Peningkatan Kapasitas Anggota BPD	Terlaksananya Pembinaan Peningkatan Kapasitas Anggota BPD	Jumlah Anggota BPD yang Mengikuti Pembinaan Peningkatan Kapasitas	Orang	Sub Kegiatan ini dalam rangka Pemerintah Kab/Kota mendorong kemampuan, pengetahuan, dan keterampilan anggota BPD dalam menjalankan fungsi legislasi, pengawasan, dan penyaluran aspirasi masyarakat desa secara efektif, partisipatif, dan sesuai dengan Peraturan Menteri dalam Negeri Nomor 110 Tahun 2017 Tentang Badan Permusyawaratan Desa.
2.13.04.2.01.0015	Fasilitasi Penetapan dan Penegasan Batas Desa	Terlaksananya Fasilitasi Penetapan dan Penegasan Batas Desa	Jumlah Desa yang Difasilitasi dalam Penetapan Dan Penegasan Batas Desa	Desa	Sub Kegiatan ini dalam rangka pendampingan, asistensi teknis, dan koordinasi yang dilakukan oleh pemerintah kabupaten/kota untuk membantu desa dalam menetapkan dan menegaskan batas wilayahnya secara legal, partisipatif, dan sesuai dengan ketentuan peraturan perundang-undangan, untuk menjamin kepastian hukum dan mendukung tertib administrasi pemerintahan desa.
2.13.05.2.01.0002	Fasilitasi Penataan, Pemberdayaan dan Pendayagunaan Kelembagaan Lembaga Kemasyarakatan Desa/Kelurahan (RT, RW, PKK, Posyandu, LPM, dan Karang Taruna), Lembaga Adat Desa/Kelurahan dan Masyarakat Hukum Adat	Terlaksananya Penataan, Pemberdayaan dan Pendayagunaan Kelembagaan Lembaga Kemasyarakatan Desa/Kelurahan (RT, RW, PKK, Posyandu, LPM, dan Karang Taruna), Lembaga Adat Desa/Kelurahan dan Masyarakat Hukum Adat	Jumlah Dokumen Hasil Penataan, Pemberdayaan dan Pendayagunaan Kelembagaan Lembaga Kemasyarakatan Desa/Kelurahan (RT, RW, PKK, Posyandu, LPM, dan Karang Taruna), Lembaga Adat Desa/Kelurahan dan Masyarakat Hukum Adat	Dokumen	0
2.13.05.2.01.0003	Peningkatan Kapasitas Kelembagaan Lembaga Kemasyarakatan Desa/Kelurahan (RT, RW, PKK, Posyandu, LPM, dan Karang Taruna), Lembaga Adat Desa/Kelurahan dan Masyarakat Hukum Adat	Meningkatnya Kapasitas Kelembagaan Lembaga Kemasyarakatan Desa/Kelurahan (RT, RW, PKK, Posyandu, LPM, dan Karang Taruna), Lembaga Adat Desa/Kelurahan dan Masyarakat Hukum Adat	Jumlah Lembaga Kemasyarakatan Desa/Kelurahan (RT, RW, PKK, Posyandu, LPM, dan Karang Taruna), Lembaga Adat Desa/Kelurahan dan Masyarakat Hukum Adat yang Ditingkatkan Kapasitasnya	Lembaga	0
2.13.05.2.01.0006	Fasilitasi Pemerintah Desa dalam Pemanfaatan Teknologi Tepat Guna	Terlaksananya Fasilitasi Pemerintah Desa dalam Pemanfaatan Teknologi Tepat Guna	Jumlah Laporan Hasil Fasilitasi Pemerintah Desa dalam Pemanfaatan Teknologi Tepat Guna	Laporan	0
2.13.05.2.01.0009	Fasilitasi Tim Penggerak PKK dalam Penyelenggaraan Gerakan Pemberdayaan Masyarakat dan Kesejahteraan Keluarga	Terlaksananya Fasilitasi Tim Penggerak PKK dalam Penyelenggaraan Gerakan Pemberdayaan Masyarakat dan Kesejahteraan Keluarga	Jumlah Dokumen Hasil Fasilitasi Tim Penggerak PKK dalam Penyelenggaraan Gerakan Pemberdayaan Masyarakat dan Kesejahteraan Keluarga	Dokumen	0
2.13.01.2.01.0006	Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD				
2.13.01.2.02.0001	Penyediaan Gaji dan Tunjangan ASN				
2.13.01.2.02.0003	"Pelaksanaan Penatausahaan dan

Pengujian/Verifikasi Keuangan SKPD"				
2.13.01.2.06.0002	Penyediaan Peralatan dan Perlengkapan Kantor				
2.13.01.2.06.0004	Penyediaan Bahan Logistik Kantor				
